fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
9.8;0.27;0.0;4.4;0.026;51;162;0.9958;3.33;0.96;9.6;7
7.2;0.47;0.24;2.3;0.025;1;6;0.9955;3.39;0.45;10.5;6
7.5;0.52;0.18;5.2;0.044;15;30;1.0003;3.23;0.77;9.9;6
5.0;1.0;0.08;2.2;0.028;4;13;0.9965;3.24;0.84;9.9;4
7.5;0.33;0.24;2.2;0.065;1;6;0.9966;3.42;0.51;8.6;6
4.6;0.79;0.37;1.4;0.04;7;19;0.9972;3.14;0.73;8.4;5
5.6;0.71;0.27;3.6;0.048;34;59;1.0016;3.2;0.6;11.7;5
9.6;0.58;0.33;1.6;0.058;1;6;1.0008;3.31;0.64;8.5;5
9.7;0.84;0.62;4.6;0.026;12;35;0.9991;3.45;0.59;10.7;4
9.1;0.59;0.2;4.8;0.022;9;35;1.0021;3.16;0.62;9.0;5
6.6;0.6;0.33;5.5;0.139;26;112;0.9949;3.59;0.85;9.5;5
8.2;0.52;0.17;2.3;0.046;2;6;0.9979;3.1;0.64;11.2;6
8.3;0.75;0.11;2.9;0.044;15;36;0.9968;3.55;0.56;10.6;5
6.3;0.72;0.16;3.5;0.014;15;40;0.9933;3.5;0.67;10.3;5
10.9;0.42;0.18;1.4;0.053;14;31;0.9976;3.09;0.33;11.6;6
9.8;0.29;0.34;2.6;0.06;35;128;0.9958;3.06;0.52;10.1;7
7.9;0.49;0.73;1.3;0.061;22;103;0.9996;3.42;0.87;11.7;6
8.4;0.38;0.13;2.2;0.086;2;6;0.9959;3.25;0.63;9.3;6
8.7;0.52;0.19;1.5;0.024;9;18;0.9958;3.16;0.58;9.1;5
4.8;0.75;0.26;1.5;0.029;7;27;0.9996;3.59;0.69;10.3;5
7.9;0.45;0.35;1.9;0.112;5;18;0.9966;3.13;0.78;10.4;6
7.1;0.52;0.32;2.0;0.188;8;27;0.9989;3.2;0.88;9.5;6
6.6;0.54;0.52;2.7;0.021;7;29;0.9975;3.22;0.58;10.1;5
7.8;0.68;0.0;1.3;0.053;8;15;0.9975;2.88;0.59;11.9;5
11.4;0.13;0.0;2.3;0.026;48;90;0.9962;3.33;0.62;10.0;7
9.4;0.42;0.17;1.5;0.016;2;6;0.9977;3.17;0.83;8.4;6
7.3;0.57;0.48;2.5;0.036;32;97;0.9965;3.44;0.67;8.6;5
9.3;0.74;0.0;2.7;0.021;9;24;0.9952;3.46;1.03;12.7;5
10.8;0.44;0.0;2.4;0.086;13;63;0.9965;3.35;0.63;12.0;6
9.9;0.19;0.38;3.2;0.058;22;61;0.9991;3.35;0.96;10.0;7
8.4;0.64;0.32;1.8;0.021;6;16;0.9977;3.34;0.51;11.3;5
7.2;0.41;0.06;3.4;0.013;8;24;0.9982;3.2;0.42;10.7;6
9.5;0.32;0.08;2.1;0.111;7;28;0.9967;3.22;0.64;11.8;7
9.0;0.42;0.08;2.2;0.024;7;16;0.993;3.51;0.85;9.3;6
9.9;0.49;0.29;2.8;0.068;32;93;0.9944;3.42;0.58;9.3;6
9.4;0.42;0.15;1.2;0.037;22;84;0.9962;3.34;0.55;11.8;6
10.1;0.13;0.37;2.8;0.065;2;9;0.9945;3.4;0.83;8.8;8
7.4;0.69;0.0;2.6;0.035;2;8;0.9957;3.3;0.78;10.5;5
10.6;0.76;0.1;1.8;0.017;8;38;0.9956;3.34;0.52;10.4;5
8.7;0.64;0.05;1.3;0.027;2;10;0.9957;3.4;0.51;11.3;5
11.9;0.32;0.22;1.3;0.024;13;24;0.9994;2.99;0.8;10.6;7
7.1;0.49;0.17;5.1;0.046;3;6;0.9966;3.45;0.38;10.3;5
11.3;0.53;0.43;3.0;0.076;10;36;0.9985;3.44;0.84;10.0;6
8.7;0.64;0.0;1.4;0.03;1;6;0.997;3.19;0.78;9.4;5
7.2;0.65;0.28;1.9;0.013;6;16;0.9994;3.5;0.33;10.2;5
7.5;0.4;0.38;2.5;0.056;15;38;0.9986;2.97;0.66;11.7;6
7.8;0.54;0.63;3.9;0.068;9;21;0.9956;3.37;0.33;10.1;5
9.1;0.61;0.18;1.3;0.21;47;97;1.0004;3.32;0.45;11.9;5
9.2;0.79;0.33;1.6;0.065;26;101;0.9958;3.26;0.57;11.2;5
7.3;0.65;0.0;4.5;0.05;6;17;0.9971;3.31;0.44;10.9;5
8.3;0.67;0.0;1.2;0.063;2;6;0.9974;3.4;1.04;10.2;5
12.0;0.54;0.44;1.5;0.17;23;36;0.9976;3.03;0.8;9.7;6
11.3;0.78;0.27;6.0;0.118;30;114;0.9982;3.47;0.89;12.2;5
9.1;0.6;0.5;2.6;0.035;22;75;0.9953;3.25;0.63;11.3;5
8.4;0.37;0.0;1.7;0.028;3;6;0.9981;3.47;0.66;10.3;6
8.5;0.78;0.37;1.3;0.03;72;231;0.9978;3.41;0.93;12.2;5
9.4;0.65;0.64;1.2;0.054;5;14;0.9967;3.24;0.73;11.1;5
6.5;0.45;0.35;1.6;0.094;16;43;0.9963;3.3;0.76;8.9;6
7.9;0.44;0.32;4.4;0.054;30;44;0.9952;3.31;0.5;10.0;6
5.4;0.58;0.27;2.0;0.016;4;10;0.9976;3.56;0.5;11.2;5
9.0;0.61;0.0;3.1;0.089;30;96;0.9954;3.14;0.7;12.0;5
9.4;0.56;0.54;5.0;0.11;5;14;0.9972;3.24;0.72;12.9;6
7.5;0.58;0.15;2.0;0.033;46;130;0.9965;3.07;0.49;10.4;5
11.1;0.83;0.37;1.5;0.077;5;21;0.9942;3.33;0.72;11.1;5
6.2;0.72;0.0;2.3;0.045;38;111;0.9949;3.21;0.45;9.8;5
5.8;0.56;0.04;4.8;0.144;2;6;0.9975;3.23;0.66;9.5;5
8.7;0.7;0.55;3.6;0.124;16;45;0.9957;3.54;0.41;8.6;5
10.1;0.34;0.2;1.3;0.057;10;31;0.9956;3.18;0.88;10.8;7
11.3;0.6;0.55;3.0;0.083;9;21;0.9952;3.29;0.61;11.8;5
7.5;0.85;0.26;2.5;0.141;4;14;0.9953;3.24;0.54;11.3;5
10.2;0.49;0.0;4.8;0.053;16;29;0.9998;3.25;0.46;10.5;5
8.3;0.38;0.44;1.4;0.035;4;10;0.9946;3.74;0.45;11.7;6
8.0;0.41;0.16;2.3;0.096;11;19;0.9995;3.04;0.73;13.6;7
9.9;0.33;0.41;4.4;0.027;5;12;0.9961;3.41;0.83;9.5;7
9.5;0.39;0.28;2.0;0.042;38;137;0.9955;3.68;0.81;8.4;6
5.6;0.46;0.0;2.2;0.132;1;6;0.9974;3.48;0.9;10.8;6
10.9;0.28;0.3;1.3;0.089;4;10;0.9968;3.32;0.96;11.6;7
10.7;0.53;0.7;1.7;0.043;4;13;0.9963;3.13;0.82;8.8;6
7.2;0.69;0.37;1.8;0.027;7;23;0.9971;3.51;0.57;11.3;5
9.0;0.37;0.26;5.6;0.038;4;15;0.9968;3.46;0.69;10.1;7
9.2;0.8;0.48;1.7;0.032;9;32;0.9963;3.08;0.33;10.8;4
8.8;0.62;0.31;2.1;0.024;26;106;0.9985;3.26;0.77;9.4;5
7.4;0.71;0.31;2.9;0.094;16;50;0.994;3.13;0.68;9.4;5
7.2;0.41;0.06;1.5;0.029;11;19;0.995;2.87;0.93;9.2;6
8.3;0.68;0.32;2.2;0.048;2;8;0.9952;3.12;0.53;11.1;5
10.4;0.33;0.47;3.2;0.041;15;62;0.9947;3.33;0.75;9.8;6
9.3;0.69;0.11;4.2;0.253;3;16;0.9969;3.4;0.49;10.7;5
7.7;0.56;0.55;2.7;0.042;20;81;0.9977;3.26;0.64;10.5;6
9.7;0.63;0.25;2.9;0.017;4;12;0.993;3.52;0.38;9.2;5
4.6;0.32;0.1;1.4;0.018;7;24;0.9958;3.47;0.89;10.5;7
10.3;0.37;0.47;5.6;0.066;6;17;0.9961;3.29;0.84;10.7;7
5.3;0.63;0.22;1.4;0.067;24;66;0.9962;3.27;0.58;11.6;5
7.7;0.36;0.42;3.4;0.045;3;8;0.9943;3.37;0.7;12.0;7
6.4;0.61;0.21;1.7;0.046;11;44;0.9961;3.31;0.66;9.3;5
6.1;0.28;0.26;5.3;0.015;3;6;0.995;3.09;0.55;10.8;6
10.3;0.68;0.37;3.1;0.056;16;34;0.9961;3.27;0.68;8.4;5
7.5;0.31;0.33;3.3;0.054;29;116;0.9934;3.41;0.58;11.3;7
8.9;0.63;0.0;1.6;0.022;8;33;0.9961;3.51;0.82;11.6;6
8.2;0.64;0.05;2.1;0.019;9;22;0.9953;3.46;0.62;8.4;5
9.2;0.4;0.45;2.6;0.02;32;140;0.9962;3.36;1.06;10.1;6
8.5;0.63;0.25;3.4;0.018;10;37;0.9973;3.54;0.64;9.5;5
6.1;0.57;0.17;1.4;0.068;9;25;0.9966;3.38;0.68;10.1;5
10.1;0.43;0.01;6.1;0.025;11;17;0.9982;3.3;0.75;9.8;6
7.5;0.35;0.06;4.5;0.029;15;25;0.996;3.54;0.8;10.4;6
5.6;0.18;0.0;1.7;0.023;2;6;0.9979;3.42;0.67;11.5;7
7.6;0.59;0.25;3.8;0.202;22;78;0.9988;3.51;0.74;10.1;5
10.9;0.25;0.15;2.3;0.128;8;28;0.9972;3.13;0.69;9.4;7
9.8;0.55;0.08;2.1;0.028;2;6;0.9967;3.18;0.53;10.2;5
7.7;0.48;0.26;1.8;0.036;20;55;0.9975;3.19;0.48;10.1;6
7.7;0.65;0.34;2.5;0.026;7;20;0.9973;3.34;0.78;10.3;5
7.8;0.47;0.68;3.2;0.053;2;6;0.9986;3.59;0.92;9.7;6
11.9;0.47;0.0;2.0;0.013;13;41;0.9982;3.14;0.38;10.8;6
9.0;0.66;0.5;2.7;0.079;26;79;0.9982;3.45;0.41;11.8;5
9.1;0.59;0.46;3.0;0.056;27;45;0.9968;3.13;0.41;9.1;5
10.1;0.58;0.12;3.1;0.149;39;110;0.9973;3.64;0.79;10.9;6
8.7;0.61;0.31;1.3;0.023;25;75;0.9973;3.07;0.8;11.4;6
7.9;0.25;0.18;4.1;0.11;1;6;0.9944;3.43;0.49;10.0;7
8.0;0.66;0.31;2.1;0.106;7;16;0.9987;3.45;1.03;11.8;6
8.2;0.64;0.57;1.7;0.02;21;68;0.9935;3.41;0.59;10.4;5
8.3;0.35;0.39;1.6;0.043;6;22;0.9981;3.18;0.9;9.2;6
9.6;0.48;0.37;2.2;0.023;12;35;0.9972;3.15;0.8;9.1;6
8.4;0.52;0.19;4.5;0.03;12;19;0.9962;3.51;0.5;11.3;6
9.6;0.5;0.0;1.9;0.03;6;25;0.9974;3.47;0.59;11.2;6
8.2;0.59;0.23;3.3;0.061;29;105;0.9975;3.47;0.51;12.1;6
8.5;0.78;0.51;1.4;0.044;9;30;0.9942;3.49;0.43;11.1;5
4.8;0.72;0.0;2.2;0.189;9;26;0.9994;3.07;0.61;10.3;5
9.9;0.29;0.07;8.4;0.02;72;113;0.9968;3.07;0.45;10.9;6
8.9;0.64;0.3;3.4;0.23;9;33;1.0011;3.21;0.63;10.5;5
10.1;0.77;0.08;1.6;0.028;3;14;0.9982;3.24;0.99;10.1;5
4.6;0.6;0.12;2.2;0.101;10;20;0.9968;3.22;0.78;9.8;5
12.0;0.72;0.19;1.6;0.037;21;86;0.9954;3.35;0.56;8.6;5
8.1;0.89;0.0;2.0;0.021;19;74;0.9965;3.48;0.55;9.6;4
10.2;0.71;0.08;3.5;0.129;20;41;0.997;3.27;0.59;10.4;5
6.5;0.57;0.41;3.4;0.034;16;42;0.9995;3.19;1.01;8.4;6
9.4;0.72;0.02;1.6;0.077;5;9;0.999;3.44;0.47;9.9;5
6.5;0.55;0.0;5.0;0.062;25;73;0.9976;3.27;0.66;11.4;6
7.2;0.53;0.15;2.5;0.05;28;94;1.0001;3.33;0.74;11.9;6
11.7;0.47;0.41;1.9;0.053;4;7;0.9929;3.26;0.86;9.9;6
8.0;0.81;0.23;2.2;0.091;3;9;0.9976;3.36;0.6;9.8;5
8.7;0.38;0.18;2.6;0.018;46;160;0.9991;3.15;0.49;9.6;6
9.8;0.8;0.28;2.4;0.078;25;89;0.9977;3.42;0.71;9.8;5
9.2;0.62;0.0;2.2;0.148;28;94;0.9942;3.31;0.88;11.6;6
8.6;0.28;0.37;2.3;0.016;27;55;0.9993;3.19;0.61;12.2;7
9.0;0.59;0.35;1.5;0.021;10;30;0.9981;3.39;0.52;8.6;5
12.5;0.15;0.19;3.7;0.088;13;44;0.9974;3.19;0.68;9.6;7
8.2;0.64;0.47;2.4;0.046;10;44;0.9969;3.2;0.38;8.4;5
8.7;0.69;0.05;1.4;0.043;2;6;1.0005;3.13;0.62;10.4;5
10.1;0.42;0.49;3.4;0.021;17;58;0.9975;3.05;0.86;9.9;6
10.2;0.55;0.3;5.2;0.054;9;21;0.9962;3.39;0.81;10.8;6
10.4;0.88;0.21;5.6;0.02;14;28;0.9952;3.49;0.63;11.1;5
9.4;0.44;0.27;1.9;0.051;9;19;0.9981;3.24;0.94;11.0;6
6.3;0.34;0.25;1.4;0.099;9;24;0.9986;3.19;0.98;8.7;6
11.2;0.79;0.51;2.3;0.03;3;15;0.9968;3.03;0.77;10.4;5
6.3;0.88;0.06;1.4;0.051;5;13;0.9956;2.98;0.41;8.6;4
8.8;0.53;0.12;5.3;0.302;3;10;0.9992;3.42;0.34;12.3;6
7.0;0.71;0.47;1.5;0.082;4;12;0.995;3.01;0.89;10.0;5
8.2;0.77;0.15;1.6;0.122;44;94;1.0004;3.13;0.7;9.0;5
8.9;0.4;0.45;2.0;0.044;3;8;0.9953;3.35;0.94;9.8;6
8.9;0.44;0.6;1.9;0.1;5;17;0.9943;3.32;0.43;10.6;6
9.1;0.75;0.19;3.6;0.014;12;39;0.9945;3.36;0.63;11.2;5
11.1;0.83;0.4;2.1;0.02;12;18;0.9946;3.31;0.83;11.8;5
9.1;0.63;0.05;1.5;0.026;3;10;0.9963;3.26;0.53;10.5;5
7.9;0.37;0.42;1.7;0.043;20;51;0.9958;3.14;0.83;10.1;7
10.0;0.88;0.31;2.3;0.124;19;50;0.9986;3.21;0.64;11.2;4
10.4;0.43;0.36;1.4;0.038;4;14;0.9984;3.27;0.66;11.1;6
6.2;0.47;0.15;2.6;0.076;5;21;0.9963;3.02;0.46;10.5;5
9.4;0.59;0.0;2.5;0.086;34;98;1.0026;3.19;0.7;11.3;5
9.5;0.81;0.37;3.1;0.065;22;87;0.9963;3.25;1.03;9.8;5
7.8;0.68;0.0;5.4;0.039;15;28;0.9965;3.2;0.72;10.4;5
10.7;0.6;0.21;4.8;0.064;2;6;0.9943;3.26;0.52;8.4;5
8.1;0.61;0.45;5.6;0.037;8;19;0.9965;3.41;0.9;11.9;6
8.5;0.54;0.31;1.6;0.017;11;35;0.9973;3.43;0.53;9.9;5
8.0;0.63;0.65;1.4;0.308;3;10;0.9944;3.54;0.95;11.9;6
8.3;0.12;0.47;1.7;0.02;8;16;0.9958;3.08;0.44;9.7;7
6.4;0.47;0.14;4.6;0.017;12;28;0.9973;3.25;0.7;10.7;6
5.8;0.57;0.28;6.6;0.138;6;10;0.9957;3.5;0.92;10.5;6
11.1;0.32;0.26;4.1;0.034;19;38;0.9953;3.04;0.51;9.8;6
6.8;0.6;0.0;1.4;0.075;23;78;0.9982;3.13;0.67;10.9;5
6.6;0.49;0.09;5.6;0.036;6;16;0.9943;3.22;0.85;11.8;6
4.6;0.84;0.16;2.0;0.042;23;73;0.9946;3.63;0.33;12.3;5
7.2;0.81;0.0;1.2;0.03;2;10;0.997;3.16;0.82;11.2;5
6.0;0.44;0.28;2.1;0.037;23;63;0.9983;3.48;0.64;9.1;5
11.2;0.5;0.22;1.3;0.044;3;10;0.9973;3.31;0.9;8.9;6
10.1;0.51;0.0;2.4;0.088;2;6;0.9963;3.13;0.52;11.6;6
7.1;0.45;0.35;1.8;0.055;13;69;0.9961;3.74;0.42;9.4;5
12.2;0.56;0.41;2.2;0.184;9;13;0.9986;3.34;0.57;11.1;5
10.0;0.39;0.32;2.6;0.015;30;72;0.9983;3.37;0.56;10.6;6
7.8;0.33;0.21;4.2;0.054;6;23;0.9968;3.39;0.62;11.8;7
4.6;0.64;0.39;2.8;0.065;5;12;0.9962;3.38;0.58;11.0;5
12.3;0.64;0.4;2.1;0.164;9;32;0.9968;3.64;0.33;10.4;5
5.9;0.38;0.33;3.8;0.015;8;25;0.9953;3.59;0.64;12.6;7
5.5;0.69;0.11;4.7;0.063;6;22;0.9964;3.17;0.7;11.3;5
10.1;0.41;0.32;1.4;0.127;15;32;0.9958;3.62;0.63;11.0;6
12.6;0.57;0.5;2.3;0.029;18;57;0.9965;3.2;0.71;9.7;5
10.7;0.67;0.15;1.7;0.137;24;81;0.9958;3.36;0.67;9.2;5
9.3;0.52;0.68;1.3;0.013;44;138;0.9977;3.09;0.42;10.1;5
9.4;0.61;0.17;2.9;0.091;5;15;0.9983;3.47;0.61;8.8;5
9.8;0.44;0.28;4.2;0.174;16;64;0.996;3.26;0.68;10.1;6
9.6;0.49;0.14;1.5;0.076;7;12;0.9952;3.13;0.62;11.3;5
8.8;0.49;0.31;3.7;0.047;15;45;0.9981;3.49;0.4;11.5;6
8.5;0.39;0.0;4.1;0.015;9;18;0.9971;3.53;0.87;10.1;6
8.2;0.5;0.16;4.9;0.164;62;223;0.996;3.54;0.49;13.6;6
7.0;0.25;0.06;1.7;0.05;17;39;0.9993;3.08;0.45;11.8;7
7.8;0.44;0.3;4.7;0.014;38;56;0.9956;3.55;0.66;10.4;6
5.4;0.48;0.46;1.8;0.082;23;82;0.9929;3.26;0.6;11.6;6
8.1;0.48;0.4;2.4;0.051;29;81;0.9954;3.63;0.76;9.8;6
6.6;0.48;0.0;1.3;0.02;21;70;0.9998;3.41;0.81;10.7;6
6.4;0.52;0.67;1.3;0.026;8;35;0.9961;3.35;0.78;10.0;6
8.6;0.61;0.33;3.1;0.016;4;15;0.9957;3.31;0.66;9.1;5
10.7;0.68;0.12;2.1;0.063;7;21;0.9968;3.31;0.75;11.0;5
9.9;0.41;0.3;1.6;0.07;1;6;0.9986;3.21;0.39;10.4;6
5.6;0.31;0.31;1.5;0.054;10;21;0.9965;3.15;0.84;10.5;7
6.6;0.34;0.14;2.9;0.114;9;27;0.9978;3.26;0.59;10.4;6
10.0;0.44;0.31;1.2;0.13;10;46;0.9963;3.49;0.99;9.5;6
6.6;0.47;0.15;3.7;0.069;45;121;0.9978;3.1;0.85;12.1;7
7.9;0.39;0.19;1.3;0.013;30;87;0.997;3.52;0.62;10.7;6
9.3;0.3;0.14;1.5;0.083;3;12;0.9959;3.33;0.66;10.1;7
6.6;0.45;0.0;1.9;0.044;7;12;0.9972;3.43;0.86;9.0;6
8.5;0.56;0.3;2.2;0.062;8;27;0.9957;3.44;0.33;11.9;5
6.0;0.63;0.39;1.9;0.075;6;11;0.9941;3.45;0.63;11.4;5
7.3;0.43;0.37;1.8;0.038;20;67;0.9967;3.31;0.95;10.4;6
8.9;0.45;0.43;6.2;0.161;10;30;0.9943;3.32;0.8;9.0;6
5.5;0.36;0.33;2.7;0.021;11;39;0.9978;3.45;0.52;12.2;7
9.1;0.52;0.17;1.2;0.079;24;53;0.9966;3.15;0.71;10.0;5
8.3;0.38;0.43;2.0;0.012;21;53;0.9994;3.13;0.49;9.7;6
9.3;0.63;0.01;4.3;0.167;3;10;0.9961;3.24;0.6;10.4;5
8.7;0.21;0.1;1.7;0.019;16;42;0.9967;3.36;0.71;10.8;7
10.7;0.46;0.08;1.3;0.018;8;28;0.9939;3.61;0.74;10.2;6
8.5;0.58;0.48;3.3;0.036;5;16;0.9946;3.32;0.78;8.4;5
7.6;0.56;0.45;2.6;0.04;2;6;0.9935;3.62;0.87;10.7;6
8.5;1.01;0.37;2.5;0.026;9;25;0.9987;3.39;0.46;11.4;3
9.3;0.59;0.48;1.3;0.065;6;19;0.9958;3.24;0.66;9.5;5
8.4;0.35;0.1;1.4;0.047;4;13;0.9992;3.49;0.51;12.1;6
8.4;0.51;0.34;2.7;0.014;15;55;0.9916;3.27;0.59;11.4;6
7.1;0.21;0.25;1.5;0.035;19;50;0.9996;3.35;0.53;10.9;7
7.2;0.51;0.44;2.3;0.112;4;11;0.9966;3.11;0.74;9.3;5
5.9;0.38;0.25;2.4;0.082;2;6;0.9973;3.08;0.84;10.7;7
11.4;0.69;0.2;1.7;0.089;24;63;0.9947;3.4;0.85;10.8;5
6.2;0.43;0.38;5.6;0.084;1;6;0.9977;3.48;0.47;10.3;6
7.1;0.51;0.44;4.0;0.034;34;51;0.996;3.61;0.64;11.4;6
7.1;0.41;0.14;3.1;0.018;13;28;0.9944;3.19;0.47;10.0;6
9.9;0.84;0.26;1.3;0.031;6;13;0.9944;3.54;0.46;10.1;4
7.8;0.47;0.06;1.4;0.119;4;11;0.9944;3.51;0.55;9.7;6
10.5;0.86;0.0;2.2;0.248;1;6;0.9974;3.24;0.72;9.9;4
7.1;0.67;0.31;1.5;0.053;4;16;0.9955;3.52;0.75;10.3;5
8.8;0.61;0.39;6.9;0.013;3;7;0.9936;3.46;0.77;10.2;5
6.9;0.59;0.32;1.5;0.021;12;30;0.9974;3.49;0.76;10.2;5
12.1;0.6;0.0;2.2;0.035;3;10;0.9926;3.64;0.51;11.4;5
6.3;0.18;0.2;1.9;0.064;10;21;0.9992;3.48;0.86;12.0;8
8.9;0.48;0.0;2.7;0.017;12;50;1.0005;2.98;0.79;9.0;6
9.4;0.68;0.54;1.4;0.184;5;19;0.9942;3.36;0.59;12.0;5
9.0;0.52;0.06;2.0;0.039;1;6;0.9987;3.07;0.59;11.1;6
8.0;0.28;0.52;1.7;0.158;1;6;0.9974;3.33;0.55;9.5;6
8.1;0.52;0.46;4.5;0.103;1;6;0.9957;3.33;0.44;10.1;5
8.4;0.83;0.1;1.3;0.096;17;36;0.9958;3.22;0.77;10.7;5
8.1;0.75;0.05;4.9;0.068;6;12;0.9979;3.15;0.8;8.6;5
10.0;0.52;0.34;3.9;0.071;20;50;0.9966;3.23;0.5;10.3;5
12.2;0.7;0.11;1.7;0.073;8;15;0.9918;3.26;0.45;11.0;5
7.3;0.46;0.29;3.5;0.071;8;20;1.0006;3.29;0.5;9.6;6
5.9;0.22;0.18;1.2;0.06;10;26;0.9975;3.33;0.68;8.8;7
8.2;0.36;0.0;6.3;0.27;16;54;0.9966;3.4;0.42;10.6;6
12.8;0.81;0.0;2.3;0.091;5;15;0.9953;3.26;0.85;12.8;5
6.9;0.48;0.32;1.7;0.102;3;7;0.9963;3.51;0.84;9.7;6
11.2;0.48;0.16;1.9;0.136;11;28;0.9991;3.31;0.73;9.7;6
11.2;0.47;0.16;1.3;0.027;6;11;0.9972;3.45;0.8;10.2;6
7.4;0.87;0.41;8.0;0.017;8;28;0.9974;3.26;0.67;12.1;5
9.3;0.82;0.5;1.3;0.052;13;47;0.9943;3.73;0.74;8.7;5
11.2;0.93;0.22;2.8;0.055;9;23;0.996;3.38;0.44;11.2;4
7.7;0.5;0.2;2.1;0.118;13;27;0.9968;3.56;0.89;9.9;6
8.0;0.58;0.37;5.7;0.047;10;44;0.998;3.2;0.58;10.0;5
7.3;0.26;0.01;1.6;0.063;17;55;0.9959;3.24;0.64;9.3;7
6.6;0.79;0.31;2.3;0.057;16;52;0.9985;3.27;1.08;10.2;5
7.2;0.32;0.38;2.2;0.014;10;34;0.9945;3.69;0.62;9.4;6
6.2;0.57;0.4;3.0;0.069;15;30;0.9968;3.28;0.78;9.8;5
8.4;0.33;0.0;1.3;0.118;26;108;0.9965;3.18;0.75;8.4;6
7.0;0.42;0.12;1.5;0.022;8;21;0.9938;3.51;0.43;8.6;6
8.7;0.38;0.1;1.6;0.066;7;27;0.9966;3.32;0.49;10.8;6
5.6;0.42;0.29;3.2;0.066;18;76;0.9956;3.28;1.0;11.8;7
8.9;0.43;0.36;1.5;0.023;11;35;0.9994;3.22;0.76;13.9;7
9.8;0.43;0.56;2.5;0.02;2;6;0.9959;3.39;0.66;11.4;6
4.9;0.68;0.17;1.6;0.247;28;42;0.9974;3.47;0.57;9.9;5
9.0;0.33;0.17;4.2;0.042;1;6;0.9944;3.43;0.71;8.4;6
10.5;0.57;0.5;5.5;0.027;18;56;0.9971;3.24;0.73;11.0;5
6.2;0.75;0.33;2.3;0.023;18;46;0.9959;3.16;0.7;8.9;5
11.2;0.44;0.52;1.9;0.078;38;117;0.9952;2.74;0.84;9.6;6
9.0;0.4;0.33;1.6;0.068;2;6;1.0021;3.17;0.51;11.4;6
7.1;0.49;0.05;1.3;0.074;12;45;0.996;3.25;0.49;10.7;6
8.2;0.74;0.01;1.7;0.018;8;22;0.9963;3.3;0.84;9.4;5
9.3;0.56;0.0;2.8;0.146;6;17;0.9984;3.27;1.02;8.6;6
8.5;0.43;0.4;2.3;0.042;2;6;0.9952;3.74;0.8;10.6;6
9.3;0.61;0.5;5.5;0.035;11;33;0.9975;3.39;0.88;10.8;5
6.7;0.33;0.63;2.0;0.049;9;23;0.9977;3.12;0.65;12.0;7
8.6;0.65;0.44;3.0;0.042;2;6;0.9972;3.41;0.7;8.4;5
5.9;0.6;0.5;2.2;0.132;12;33;1.0011;3.37;0.7;10.5;6
8.1;0.47;0.16;2.3;0.171;17;53;0.9952;3.15;0.65;11.4;6
6.7;0.38;0.05;1.7;0.034;18;43;0.9996;3.36;0.9;10.0;6
7.0;0.37;0.44;2.1;0.132;29;77;0.9976;3.39;0.85;8.7;6
10.5;0.62;0.35;2.2;0.103;7;33;0.9984;3.47;0.59;9.4;5
10.2;0.75;0.29;3.0;0.172;38;140;0.9973;3.04;0.38;10.5;5
9.4;0.41;0.35;5.4;0.029;25;56;1.0003;3.41;0.65;9.9;6
6.4;0.61;0.33;1.8;0.064;5;19;0.9961;3.53;0.46;10.7;5
7.8;0.15;0.52;1.3;0.031;3;11;0.9976;3.6;0.66;11.8;8
10.4;0.42;0.52;2.2;0.116;8;23;0.9992;3.12;0.48;10.0;6
8.6;0.52;0.38;2.4;0.012;7;17;0.9956;3.29;0.87;11.7;6
12.4;0.37;0.44;1.5;0.062;11;26;0.9986;3.3;0.77;10.3;6
9.0;0.36;0.37;3.3;0.037;12;37;0.9967;3.42;0.77;10.8;6
8.7;0.41;0.18;7.5;0.035;18;41;0.9944;3.29;0.84;10.3;6
7.8;0.58;0.42;5.6;0.074;10;37;0.9939;3.2;0.72;10.8;6
8.6;0.49;0.0;1.5;0.126;2;10;0.9965;3.34;0.75;11.0;6
8.1;0.13;0.48;4.3;0.068;24;73;0.9986;3.26;0.9;11.1;7
9.6;0.15;0.04;3.0;0.127;5;21;0.9927;3.4;0.64;10.4;7
10.0;0.42;0.33;2.1;0.03;44;116;0.9971;3.19;0.76;8.4;6
7.0;0.61;0.11;2.4;0.056;3;6;0.9984;3.15;0.48;11.1;5
6.0;0.12;0.38;4.0;0.048;39;152;0.9943;3.51;0.67;8.4;7
5.1;0.44;0.26;2.2;0.013;2;9;0.9955;3.66;1.04;9.8;6
9.2;0.43;0.0;1.9;0.061;4;19;0.9978;3.59;0.8;8.4;6
6.4;0.78;0.35;2.2;0.077;2;6;0.9983;3.3;0.64;12.2;5
4.6;0.46;0.16;2.5;0.066;16;58;0.9997;3.47;0.7;10.9;6
9.0;0.6;0.44;1.5;0.092;24;77;0.9956;3.21;0.65;10.1;5
12.7;0.55;0.27;4.7;0.063;8;32;0.9952;3.39;0.7;11.9;6
8.3;0.15;0.35;2.9;0.016;33;109;0.9998;3.22;0.59;11.0;7
9.8;0.67;0.08;2.7;0.019;12;43;0.9953;3.5;0.74;10.6;5
8.5;0.57;0.16;1.4;0.066;13;27;0.9977;3.48;0.75;10.8;6
8.1;0.62;0.18;2.6;0.031;23;66;1.0008;3.63;0.66;10.0;5
